,X,article.id,Keep,timestamp,coder,journal,year,jpsp.section,first.author,affiliation,specialization,citation,type,citations.number,study.number,sample.size,excluded.participants,expcor,design,conditions.number,predictors.number,dv.number,which.statistical.test,copied.statistic,df.numerator,df.denominator,test.statistic,p.exact,p.exact.value,drop.column,null.predicted,sigtests.number.reported,sigtests.number.significant,total.num.studies,effect.size.reported,effect.size,footnotes.number,additional.analyses,covariates.number,coding.difficulty,comments
1384,1384,284,1,8/10/2015 15:27,Coder9,JESP,2004,,van Dijk,Leiden University,Social / Personality,"Van Dijk, E., De Cremer, D., & Handgraaf, M. J. (2004). Social value orientations and the strategic use of fairness in ultimatum bargaining. Journal of experimental social psychology, 40(6), 697-707.","Original Research (i.e., any study with data that is NOT a meta-analysis)",143,1,108,0,"Quasi-experimental (i.e., at least 1 IV is manipulated and at least 1 IV is measured)",Between,4,2,1,ANOVA (F),"F (1, 99) = 6.42, p < .02",1,99,6.42,No,,,No,7,5,2,0,,0,No,0,Very Easy,
1388,1388,284,1,8/10/2015 15:37,Coder9,JESP,2004,,van Dijk,Leiden University,Social / Personality,"Van Dijk, E., De Cremer, D., & Handgraaf, M. J. (2004). Social value orientations and the strategic use of fairness in ultimatum bargaining. Journal of experimental social psychology, 40(6), 697-707.","Original Research (i.e., any study with data that is NOT a meta-analysis)",143,2,183,23,"Quasi-experimental (i.e., at least 1 IV is manipulated and at least 1 IV is measured)",Between,4,2,6,ANOVA (F),"F (1, 156) = 7.09, p < .01",1,156,7.09,No,,,No,39,23,2,0,,0,No,0,Moderately Easy,
1777,1777,476,1,8/18/2015 14:49,Coder9,Psych Science,2004,,Vecera,University of Iowa,Cognitive,"Vecera, S. P., Flevaris, A. V., & Filapek, J. C. (2004). Exogenous spatial attention influences figure-ground assignment. Psychological Science, 15(1), 20-26.","Original Research (i.e., any study with data that is NOT a meta-analysis)",67,1,36,0,"Experimental (i.e., all IVs were manipulated)",Mixed,2,2,2,ANOVA (F)," F(1, 34) = 5.45, p < .03",1,34,5.45,No,,,No,8,2,2,0,NA,0,No,0,Very Easy,
1778,1778,476,1,8/18/2015 16:49,Coder9,Psych Science,2004,,Vecera,University of Iowa,Cognitive,"Vecera, S. P., Flevaris, A. V., & Filapek, J. C. (2004). Exogenous spatial attention influences figure-ground assignment. Psychological Science, 15(1), 20-26.","Original Research (i.e., any study with data that is NOT a meta-analysis)",67,2,18,0,"Experimental (i.e., all IVs were manipulated)",Within,1,2,2,ANOVA (F),"F(1, 17) = 4.5, p < .05",1,17,4.5,No,,,No,7,3,2,0,NA,0,No,0,Moderately Easy,"Total N = 36, but N for primary analysis = 18. "
1752,1752,413,1,8/15/2015 15:28,Coder9,JESP,2013,,Verwijmeren,Radboud University ,Social / Personality,"Verwijmeren, T., Karremans, J. C., Bernritter, S. F., Stroebe, W., & Wigboldus, D. H. (2013). Warning: You are being primed! The effect of a warning on the impact of subliminal ads. Journal of Experimental Social Psychology, 49(6), 1124-1129.","Original Research (i.e., any study with data that is NOT a meta-analysis)",12,1,173,6,"Quasi-experimental (i.e., at least 1 IV is manipulated and at least 1 IV is measured)",Between,2,3,1,Logistic Regression,"Wald(1,158) = 5.33, p = .021, odds ratio = 3.15",1,158,5.33,Yes,0.021,,No,17,6,2,0,NA,1,No,1,Moderately Easy,
1753,1753,413,1,8/15/2015 15:39,Coder9,JESP,2013,,Verwijmeren,Radboud University,Social / Personality,"Verwijmeren, T., Karremans, J. C., Bernritter, S. F., Stroebe, W., & Wigboldus, D. H. (2013). Warning: You are being primed! The effect of a warning on the impact of subliminal ads. Journal of Experimental Social Psychology, 49(6), 1124-1129.","Original Research (i.e., any study with data that is NOT a meta-analysis)",12,2,195,4,"Experimental (i.e., all IVs were manipulated)",Between,3,1,1,Logistic Regression,"Wald(1, 187) = 8.25, p = .016.",1,187,8.25,Yes,0.016,,No,9,4,2,0,NA,0,No,1,Moderately Easy,
1204,1204,246,1,8/8/2015 12:06,Coder9,JESP,2013,,Waytz,Northwestern University,Social / Personality,"Waytz, A., Dungan, J., & Young, L. (2013). The whistleblower's dilemma and the fairness–loyalty tradeoff. Journal of Experimental Social Psychology, 49(6), 1027-1033.","Original Research (i.e., any study with data that is NOT a meta-analysis)",18,1,83,0,"Correlational (i.e., IVs were measured and not manipulated)",,1,1,1,Basic Correlation (r),"r(81) = .28, p = .011",,81,0.28,Yes,0.011,,No,18,13,5,0,,1,No,0,Very Easy,
1205,1205,246,1,8/8/2015 12:19,Coder9,JESP,2013,,Waytz,Northwestern University,Social / Personality,"Waytz, A., Dungan, J., & Young, L. (2013). The whistleblower's dilemma and the fairness–loyalty tradeoff. Journal of Experimental Social Psychology, 49(6), 1027-1033.","Original Research (i.e., any study with data that is NOT a meta-analysis)",18,2,142,0,"Experimental (i.e., all IVs were manipulated)",Between,2,1,1,t-test (t)," t(140) = 2.78, p = .006, d = .47",,140,2.78,Yes,0.006,,No,51,19,5,1,Cohen's d = .47,0,No,0,Slightly Easy,
1206,1206,246,1,8/8/2015 12:26,Coder9,JESP,2013,,Waytz,Northwestern University,Social / Personality,"Waytz, A., Dungan, J., & Young, L. (2013). The whistleblower's dilemma and the fairness–loyalty tradeoff. Journal of Experimental Social Psychology, 49(6), 1027-1033.","Original Research (i.e., any study with data that is NOT a meta-analysis)",18,3,151,0,"Experimental (i.e., all IVs were manipulated)",Between,2,1,1,t-test (t)," t(149) = 2.78, p = .029, d = .36",149,149,2.78,Yes,0.029,,No,51,15,5,1,Cohen's d = .36,0,No,0,Slightly Easy,
1207,1207,246,1,8/8/2015 12:34,Coder9,JESP,2013,,Waytz,Northwestern University,Social / Personality,"Waytz, A., Dungan, J., & Young, L. (2013). The whistleblower's dilemma and the fairness–loyalty tradeoff. Journal of Experimental Social Psychology, 49(6), 1027-1033.","Original Research (i.e., any study with data that is NOT a meta-analysis)",18,4,135,0,"Experimental (i.e., all IVs were manipulated)",Mixed,2,2,2,ANOVA (F),"F(1,133) = 112.191, p < .001, η p 2 = .46.",1,133,112.191,No,,,No,19,15,5,1,partial eta-squared = .46,0,Yes,0,Moderately Easy,
1209,1209,246,1,8/8/2015 12:39,Coder9,JESP,2013,,Waytz,Northwestern University,Social / Personality,"Waytz, A., Dungan, J., & Young, L. (2013). The whistleblower's dilemma and the fairness–loyalty tradeoff. Journal of Experimental Social Psychology, 49(6), 1027-1033.","Original Research (i.e., any study with data that is NOT a meta-analysis)",18,5,157,0,"Experimental (i.e., all IVs were manipulated)",Between,2,1,1,t-test (t)," t(155) = 2.29, p = .023, d = .37",,155,2.29,Yes,0.023,,No,1,1,5,1,Cohen's d = .37,0,No,0,Very Easy,
125,125,51,1,6/16/2015 13:56,Coder9,JPSP,2003,,Windschitl,University of Iowa,Social / Personality,"Windschitl, P. D., Kruger, J., & Simms, E. N. (2003). The influence of egocentrism and focalism on people's optimism in competitions: when what affects us equally affects me more. Journal of personality and social psychology, 85(3), 389.","Original Research (i.e., any study with data that is NOT a meta-analysis)",154,1,46,0,"Experimental (i.e., all IVs were manipulated)",Between,3,1,4,ANOVA (F),"F(2, 43) = 4.28, p < .05.",2,43,4.28,No,,Yes,,16,10,6,0,,0,No,0,Slightly Easy,
126,126,51,1,6/16/2015 14:11,Coder9,JPSP,2003,Attitudes and Social Cognition,Windschitl,University of Iowa,Social / Personality,"Windschitl, P. D., Kruger, J., & Simms, E. N. (2003). The influence of egocentrism and focalism on people's optimism in competitions: when what affects us equally affects me more. Journal of personality and social psychology, 85(3), 389.","Original Research (i.e., any study with data that is NOT a meta-analysis)",154,2,89,0,"Correlational (i.e., IVs were measured and not manipulated)",Between,1,1,7,single sample t test,99!!,,,,No,,Yes,,7,7,6,0,,0,No,0,Slightly Difficult,"For this study there were 7 items that participants responded to on a -3 to 3 scale. The primary test was if the average score for each item was significantly different from 0 (single sample t-test). So are 7 dvs different from 0. No tests statistics were given other that all p's <.01. For ""primary analysis"" (first test they reported) Mean difference = -0.72 sd = 1.08"
127,127,51,1,6/16/2015 14:37,Coder9,JPSP,2003,Attitudes and Social Cognition,Windschitl,University of Iowa,Social / Personality,"Windschitl, P. D., Kruger, J., & Simms, E. N. (2003). The influence of egocentrism and focalism on people's optimism in competitions: when what affects us equally affects me more. Journal of personality and social psychology, 85(3), 389.","Original Research (i.e., any study with data that is NOT a meta-analysis)",154,3,50,0,"Experimental (i.e., all IVs were manipulated)",Mixed,2,2,14,ANOVA (F),"F(1, 25) = 313.10, p <  .001",1,25,313.1,No,,Yes,,16,6,6,0,,1,No,0,Moderately Difficult,"Participants in the study engaged in a icebreaker conversation, but were analyzed as independent observations. Followed up the interaction by looking at simple effects but the interaction was not significant. Primary analysis reported above is one of the simple effects.  Didn't report the lower order effects (2 main effects). "
129,129,51,1,6/16/2015 15:07,Coder9,JPSP,2003,Attitudes and Social Cognition,Windschitl,University of Iowa,Social / Personality,"Windschitl, P. D., Kruger, J., & Simms, E. N. (2003). The influence of egocentrism and focalism on people's optimism in competitions: when what affects us equally affects me more. Journal of personality and social psychology, 85(3), 389.","Original Research (i.e., any study with data that is NOT a meta-analysis)",154,4,160,0,"Experimental (i.e., all IVs were manipulated)",Mixed,2,2,2,ANOVA (F),"F(1, 158) = 16.77, p  < .001.",1,158,16.77,No,,Yes,,9,8,6,0,,1,No,0,Slightly Difficult,The participants report the simple effects of a 2X2 without reporting if the interaction or main effects were sig or not. The primary analysis reported above is a simple effect of the within subjects variable at one level of the between subject variables. 
130,130,51,1,6/16/2015 15:13,Coder9,JPSP,2003,Attitudes and Social Cognition,Windschitl,University of Iowa,Social / Personality,"Windschitl, P. D., Kruger, J., & Simms, E. N. (2003). The influence of egocentrism and focalism on people's optimism in competitions: when what affects us equally affects me more. Journal of personality and social psychology, 85(3), 389.","Original Research (i.e., any study with data that is NOT a meta-analysis)",154,5,54,0,"Experimental (i.e., all IVs were manipulated)",Mixed,2,2,2,ANOVA (F),"F(1, 52) = 14.22, p < .001.",1,52,14.22,No,,Yes,,9,6,6,0,,0,No,0,Slightly Easy,
131,131,51,1,6/16/2015 15:22,Coder9,JPSP,2003,Attitudes and Social Cognition,Windschitl,University of Iowa,Social / Personality,"Windschitl, P. D., Kruger, J., & Simms, E. N. (2003). The influence of egocentrism and focalism on people's optimism in competitions: when what affects us equally affects me more. Journal of personality and social psychology, 85(3), 389.","Original Research (i.e., any study with data that is NOT a meta-analysis)",154,6,97,0,"Experimental (i.e., all IVs were manipulated)",Mixed,2,2,4,ANOVA (F),"F(1, 95) = 29.24, p<  .001",1,95,29.24,No,,Yes,,9,7,6,0,,1,No,0,Slightly Easy,"Researchers tested an aggregate DV (means across three rounds) and then the three rounds separately. For the three rounds separately analyses, they only reported the interaction and not the lower order main effects. "
1738,1738,340,1,8/14/2015 15:41,Coder9,Psych Science,2003,,Wirtz,University of Illinois at Urbana-Champaign,Social / Personality,"Wirtz, D., Kruger, J., Scollon, C. N., & Diener, E. (2003). What to do on spring break? The role of predicted, on-line, and remembered experience in future choice. Psychological Science, 14(5), 520-524.","Original Research (i.e., any study with data that is NOT a meta-analysis)",286,1,46,5,"Correlational (i.e., IVs were measured and not manipulated)",,1,1,3,Basic Correlation (r),0.72,,,0.72,No,,,No,78,65,1,0,NA,0,No,0,Moderately Easy,The primary test statistic was reported in a table. No DF was given. 
1771,1771,458,1,8/16/2015 17:29,Coder9,Psych Science,2014,,Young,The Ohio State University,Social / Personality,"Young, A. I., Ratner, K. G., & Fazio, R. H. (2014). Political attitudes bias the mental representation of a presidential candidate’s face. Psychological science, 25(2), 503-510.","Original Research (i.e., any study with data that is NOT a meta-analysis)",5,1,361,99!!,"Correlational (i.e., IVs were measured and not manipulated)",,1,1,5,Basic Correlation (r),"r(147) = .23, p = .006",,147,0.23,Yes,0.005,,No,17,10,1,0,NA,0,Yes,0,Slightly Easy,The primary analysis N = 148 with 1 exclusion (n = 147). The number of excluded participants varied depending on the analysis. Number of excluded participants ranged from 1 - 33. 
626,626,216,1,7/22/2015 15:01,Coder9,JESP,2014,,Young,Fairleigh Dickinson University,Social / Personality,"Young, S. G., Slepian, M. L., Wilson, J. P., & Hugenberg, K. (2014). Averted eye-gaze disrupts configural face encoding. Journal of Experimental Social Psychology, 53, 94-99.","Original Research (i.e., any study with data that is NOT a meta-analysis)",6,1,38,0,"Experimental (i.e., all IVs were manipulated)",Within,1,2,2,ANOVA (F)," F(1, 37) = 6.19, p = .02, η 2 = .14.",1,37,6.19,Yes,0.02,,No,7,4,2,1,eta-squared = .14,0,No,0,Very Easy,
628,628,216,1,7/22/2015 15:06,Coder9,JESP,2014,,Young,Fairleigh Dickinson University,Social / Personality,"Young, S. G., Slepian, M. L., Wilson, J. P., & Hugenberg, K. (2014). Averted eye-gaze disrupts configural face encoding. Journal of Experimental Social Psychology, 53, 94-99.","Original Research (i.e., any study with data that is NOT a meta-analysis)",6,2,80,9,"Experimental (i.e., all IVs were manipulated)",Mixed,2,2,1,ANOVA (F),"F(1, 69) = 4.82, p = .03, η 2 = .07 ",1,69,4.82,Yes,0.03,,No,6,5,2,1,eta-squared = .07,0,No,0,Very Easy,
1382,1382,488,1,8/10/2015 15:26,Coder6,JPSP,2004,Personality Processes and Individual Differences,Ashton,Brock University,Social / Personality,"Ashton, M. C., Lee, K., & Goldberg, L. R. (2004). A hierarchical analysis of 1,710 English personality-descriptive adjectives. Journal of Personality and Social Psychology, 87(5), 707.","Original Research (i.e., any study with data that is NOT a meta-analysis)",175,1,310,0,"Correlational (i.e., IVs were measured and not manipulated)",,,,,Factor Analysis,,,,,NA,,,,,,1,0,,0,No,,,Not coded because the analysis was factor anaylsis
1272,1272,521,1,8/9/2015 16:20,Coder6,Psych Science,2004,,Avraamides,University of California Santa Barbara,Cognitive,"Avraamides, M. N., Klatzky, R. L., Loomis, J. M., & Golledge, R. G. (2004). Use of cognitive versus perceptual heading during imagined locomotion depends on the response mode. Psychological Science, 15(6), 403-408.","Original Research (i.e., any study with data that is NOT a meta-analysis)",62,1,16,0,"Experimental (i.e., all IVs were manipulated)",Mixed,0,1,2,ANOVA (F),"F(2, 28)=177.28, MSE=141.26, p < .001, eta squared= .93",2,28,177.28,No,,,No,6,4,3,1,eta squared= .93,0,No,0,Slightly Easy,
1273,1273,521,1,8/9/2015 16:25,Coder6,Psych Science,2004,,Avraamides,University of California Santa Barbara,Cognitive,"Avraamides, M. N., Klatzky, R. L., Loomis, J. M., & Golledge, R. G. (2004). Use of cognitive versus perceptual heading during imagined locomotion depends on the response mode. Psychological Science, 15(6), 403-408.","Original Research (i.e., any study with data that is NOT a meta-analysis)",62,2,4,0,"Experimental (i.e., all IVs were manipulated)",Within,0,2,5,ANOVA (F),NA,NA,NA,NA,No,,,No,0,0,3,0,NA,0,No,0,Neither Difficult nor Easy,"They did not report any statistical analyses, just a line graph of means to show that they replicated experiment 1. "
1274,1274,521,1,8/9/2015 16:28,Coder6,Psych Science,2004,,Avraamides,University of California Santa Barbara,Cognitive,"Avraamides, M. N., Klatzky, R. L., Loomis, J. M., & Golledge, R. G. (2004). Use of cognitive versus perceptual heading during imagined locomotion depends on the response mode. Psychological Science, 15(6), 403-408.","Original Research (i.e., any study with data that is NOT a meta-analysis)",62,3,8,0,"Experimental (i.e., all IVs were manipulated)",Within,,,,not reported,,,,,NA,,,,,,3,0,,0,No,,Neither Difficult nor Easy,They didn't report any statistical tests or have any tables/graphs.
897,897,295,1,8/5/2015 12:16,Coder6,JPSP,2013,Personality Processes and Individual Differences,Be ́langer,University of Maryland,Social / Personality,"Bélanger, J. J., Lafreniere, M. A. K., Vallerand, R. J., & Kruglanski, A. W. (2013). Driven by fear: The effect of success and failure information on passionate individuals' performance. Journal of personality and social psychology, 104(1), 180.","Original Research (i.e., any study with data that is NOT a meta-analysis)",23,1,87,0,"Experimental (i.e., all IVs were manipulated)",Between,2,2,1,Multiple Regression (t -- for individual predictor),"􏰇B =􏰁 .10, t(40) =􏰁 2.02, p =􏰁 .05",,40,2.02,Yes,0.05,,No,8,3,4,0,NA,1,No,1,Slightly Easy,
